"Timestamp","How do you address your seniors or supervisors in your workplace or educational institute?","How do you address the same seniors or supervisors in a social setting outside of the workplace or institution? For example: at a wedding or at their child's birthday party.","How do you address your juniors in your workplace or educational institute?","How do you address the same juniors in a social setting outside of the workplace or institution? For example: at a wedding or at their child's birthday party.","Suppose you just got a big promotion and are now in a senior position compared to your previous boss/supervisor. How would you address them now?","Suppose your junior just got a big promotion and is now in a senior position compared to you. How would you address them now?","How do you address your close friends?","How do you address your office colleagues or classmates?","How do you address your close elderly family members?","How do you address your siblings?","Are you more comfortable in holding important discussions on online electronic media or face to face meetings?"
"2020/09/09 3:43:40 PM GMT+7","Sir/Ma'am","Sir/Ma'am","Their first name","Their First name","Sir/Ma'am","Their First name","Their First name","Their First name","By the relation: Mom/Dad/Granny/Grandpa/etc.","Their First name","Face to face meeting"
"2020/09/09 3:50:41 PM GMT+7","Their first name","Their First name","Their first name","Their First name","Their First name","Their First name","Bhai/Dost/Yaar/etc.","Bhai/Dost/Yaar/etc.","By the relation: Mom/Dad/Granny/Grandpa/etc.","Their nickname","Face to face meeting"
"2020/09/09 3:53:01 PM GMT+7","Their first name","Their First name","Their first name","Their First name","Their First name","Their First name","Bhai/Dost/Yaar/etc.","Bhai/Dost/Yaar/etc.","By the relation: Mom/Dad/Granny/Grandpa/etc.","Their nickname","Face to face meeting"
"2020/09/09 4:19:18 PM GMT+7","Sir/Ma'am","Mister or Miss followed by their last name","Sir/Ma'am","Mister or Miss followed by their last name","Sir/Ma'am","Sir/Ma'am","Their First name","Their First name","By the relation: Mummy/Maa/Papa/Dada/Dadi/etc.","By the relation: Bhaiya/Didi/Bhai/Behen","Either of them, doesn't matter"
"2020/09/09 4:22:52 PM GMT+7","Sir/Ma'am","Sir/Ma'am","Their first name","Their First name","Sir/Ma'am","Their First name","Their nickname","Their First name","By the relation: Mummy/Maa/Papa/Dada/Dadi/etc.","By the relation: Bhaiya/Didi/Bhai/Behen","Face to face meeting"
"2020/09/09 4:35:55 PM GMT+7","Sir/Ma'am","Sir/Ma'am","Their first name","Their First name","Their First name","Sir/Ma'am","Their nickname","Bhai/Dost/Yaar/etc.","By the relation: Mom/Dad/Granny/Grandpa/etc.","Their First name","Face to face meeting"
"2020/09/09 4:37:02 PM GMT+7","Sir/Ma'am","Sir/Ma'am","Their first name","Their First name","Sir/Ma'am","Their First name","Bhai/Dost/Yaar/etc.","Bhai/Dost/Yaar/etc.","By the relation: Mummy/Maa/Papa/Dada/Dadi/etc.","By the relation: Bhaiya/Didi/Bhai/Behen","Face to face meeting"
"2020/09/09 4:53:53 PM GMT+7","Sir/Ma'am","Sir/Ma'am","Their first name","Their First name","Sir/Ma'am","Sir/Ma'am","Bhai/Dost/Yaar/etc.","Their First name","By the relation: Mom/Dad/Granny/Grandpa/etc.","Their First name","Face to face meeting"
"2020/09/09 5:00:14 PM GMT+7","Sir/Ma'am","Sir/Ma'am","Sir/Ma'am","Sir/Ma'am","Sir/Ma'am","Sir/Ma'am","Bhai/Dost/Yaar/etc.","Bhai/Dost/Yaar/etc.","By the relation: Mom/Dad/Granny/Grandpa/etc.","Their First name","Face to face meeting"
"2020/09/09 5:03:31 PM GMT+7","Sir/Ma'am","Sir/Ma'am","Their first name","Their First name","Their First name","Sir/Ma'am","Bhai/Dost/Yaar/etc.","Their First name","By the relation: Mummy/Maa/Papa/Dada/Dadi/etc.","Their First name","Either of them, doesn't matter"
"2020/09/09 5:11:09 PM GMT+7","Sir/Ma'am","Sir/Ma'am","Their first name","Their First name","Sir/Ma'am","Sir/Ma'am","Bhai/Dost/Yaar/etc.","Their First name","By the relation: Mummy/Maa/Papa/Dada/Dadi/etc.","By the relation: Bhaiya/Didi/Bhai/Behen","Face to face meeting"
"2020/09/09 5:15:37 PM GMT+7","Their first name","Their First name","Their first name","Their First name","Their First name","Their First name","Their nickname","Their First name","By the relation: Mom/Dad/Granny/Grandpa/etc.","By the relation: Brother/Sister","Face to face meeting"
"2020/09/09 5:37:08 PM GMT+7","Sir/Ma'am","Sir/Ma'am","Their first name","Their First name","Mister or Miss followed by their last name","Sir/Ma'am","Their First name","Their First name","By the relation: Mom/Dad/Granny/Grandpa/etc.","By the relation: Bhaiya/Didi/Bhai/Behen","Either of them, doesn't matter"
"2020/09/09 6:00:56 PM GMT+7","Sir/Ma'am","Sir/Ma'am","Their first name","Their First name","Sir/Ma'am","Sir/Ma'am","Bhai/Dost/Yaar/etc.","Their First name","By the relation: Mummy/Maa/Papa/Dada/Dadi/etc.","By the relation: Bhaiya/Didi/Bhai/Behen","Neither of them"
"2020/09/09 6:20:40 PM GMT+7","Sir/Ma'am","Sir/Ma'am","Their first name","Their First name","Sir/Ma'am","Sir/Ma'am","Their First name","Their First name","By the relation: Mummy/Maa/Papa/Dada/Dadi/etc.","Their First name","Either of them, doesn't matter"
"2020/09/09 6:34:00 PM GMT+7","Sir/Ma'am","Sir/Ma'am","Their first name","Their First name","Sir/Ma'am","Sir/Ma'am","Their First name","Bhai/Dost/Yaar/etc.","By the relation: Mom/Dad/Granny/Grandpa/etc.","Their First name","Face to face meeting"
"2020/09/09 6:46:53 PM GMT+7","Sir/Ma'am","Sir/Ma'am","Their first name","Their First name","Sir/Ma'am","Their First name","Bhai/Dost/Yaar/etc.","Their First name","By the relation: Mom/Dad/Granny/Grandpa/etc.","By the relation: Bhaiya/Didi/Bhai/Behen","Either of them, doesn't matter"
"2020/09/09 7:32:35 PM GMT+7","Sir/Ma'am","Sir/Ma'am","Depends on age. ","According to their age it differs","Sir/Ma'am","Sir/Ma'am","Their First name","Their First name","By the relation: Mummy/Maa/Papa/Dada/Dadi/etc.","By the relation: Bhaiya/Didi/Bhai/Behen","Face to face meeting"
"2020/09/09 7:47:51 PM GMT+7","Their first name","Their First name","Their first name","Their First name","Their First name","Their First name","Bro/Dude/etc.","Bhai/Dost/Yaar/etc.","By the relation: Mom/Dad/Granny/Grandpa/etc.","Their nickname","Either of them, doesn't matter"
"2020/09/09 7:51:38 PM GMT+7","Sir/Ma'am","Their First name","Their first name","Their First name","Their First name","Their First name","Their First name","Their First name","By the relation: Mom/Dad/Granny/Grandpa/etc.","By the relation: Bhaiya/Didi/Bhai/Behen","Either of them, doesn't matter"
"2020/09/09 8:24:50 PM GMT+7","Sir/Ma'am","Sir/Ma'am","Their first name","Their First name","Their First name","Sir/Ma'am","Their nickname","Their nickname","By the relation: Mom/Dad/Granny/Grandpa/etc.","By the relation: Bhaiya/Didi/Bhai/Behen","Face to face meeting"
"2020/09/09 8:37:08 PM GMT+7","Sir/Ma'am","Sir/Ma'am","Their first name","Their nickname","Sir/Ma'am","Sir/Ma'am","Their nickname","Bhai/Dost/Yaar/etc.","By the relation: Mummy/Maa/Papa/Dada/Dadi/etc.","By the relation: Bhaiya/Didi/Bhai/Behen","Either of them, doesn't matter"
"2020/09/09 9:06:26 PM GMT+7","Sir/Ma'am","Sir/Ma'am","Their first name","Their First name","Sir/Ma'am","Sir/Ma'am","Their nickname","Their First name","By the relation: Mummy/Maa/Papa/Dada/Dadi/etc.","Their First name","Face to face meeting"
"2020/09/09 9:06:36 PM GMT+7","Their first name","Their First name","Their first name","Their First name","Their First name","Their First name","Bro/Dude/etc.","Bhai/Dost/Yaar/etc.","By the relation: Mom/Dad/Granny/Grandpa/etc.","Their nickname","Either of them, doesn't matter"
"2020/09/09 9:13:55 PM GMT+7","Their first name","Their First name","Their first name","Their First name","Their First name","Their First name","Bhai/Dost/Yaar/etc.","Their First name","By the relation: Mummy/Maa/Papa/Dada/Dadi/etc.","By the relation: Bhaiya/Didi/Bhai/Behen","Face to face meeting"
"2020/09/09 9:16:12 PM GMT+7","Sir/Ma'am","Sir/Ma'am","Post name with Saab","Their First name","Sir/Ma'am","Sir/Ma'am","Their First name","Their First name","By the relation: Mummy/Maa/Papa/Dada/Dadi/etc.","Their First name","Face to face meeting"
"2020/09/09 9:21:56 PM GMT+7","Sir/Ma'am","Sir/Ma'am","Their first name","Their First name","Sir/Ma'am","Sir/Ma'am","Their First name","Their First name","By the relation: Mummy/Maa/Papa/Dada/Dadi/etc.","Their First name","Either of them, doesn't matter"
"2020/09/09 9:23:59 PM GMT+7","Their first name","Their First name","Their first name","Their First name","Their First name","Their First name","Bhai/Dost/Yaar/etc.","Their First name","By the relation: Mom/Dad/Granny/Grandpa/etc.","By the relation: Bhaiya/Didi/Bhai/Behen","Face to face meeting"
"2020/09/09 9:26:32 PM GMT+7","Sir/Ma'am","Sir/Ma'am","Their first name","Their First name","Sir/Ma'am","Their First name","Bhai/Dost/Yaar/etc.","Bhai/Dost/Yaar/etc.","By the relation: Mom/Dad/Granny/Grandpa/etc.","Their nickname","Either of them, doesn't matter"
"2020/09/09 9:33:13 PM GMT+7","Sir/Ma'am","Sir/Ma'am","Their first name","Their First name","Sir/Ma'am","Their First name","Their First name","Their First name","By the relation: Mummy/Maa/Papa/Dada/Dadi/etc.","Their nickname","Either of them, doesn't matter"
"2020/09/09 9:46:12 PM GMT+7","Sir/Ma'am","Sir/Ma'am","Their first name","Their First name","Their First name","Their First name","Bro/Dude/etc.","Bro/Dude/etc.","By the relation: Mom/Dad/Granny/Grandpa/etc.","Their First name","Online media"
"2020/09/09 9:47:49 PM GMT+7","Sir/Ma'am","Sir/Ma'am","Their first name","Their First name","Mister or Miss followed by their last name","Sir/Ma'am","Bhai/Dost/Yaar/etc.","Their First name","By the relation: Mummy/Maa/Papa/Dada/Dadi/etc.","Their First name","Online media"
"2020/09/09 9:47:57 PM GMT+7","Sir/Ma'am","Sir/Ma'am","Their first name","Their First name","Sir/Ma'am","Their First name","Bhai/Dost/Yaar/etc.","Their First name","By the relation: Mummy/Maa/Papa/Dada/Dadi/etc.","By the relation: Bhaiya/Didi/Bhai/Behen","Either of them, doesn't matter"
"2020/09/09 10:06:49 PM GMT+7","Sir/Ma'am","Sir/Ma'am","Their first name","Their First name","Sir/Ma'am","Their First name","Their nickname","Their First name","By the relation: Mom/Dad/Granny/Grandpa/etc.","By the relation: Brother/Sister","Either of them, doesn't matter"
"2020/09/09 10:07:53 PM GMT+7","Their first name","Their First name","Their first name","Their First name","Their First name","Their First name","Their First name","Their First name","Their First name","Their First name","Face to face meeting"
"2020/09/09 10:11:46 PM GMT+7","Their first name","Their First name","Their first name","Their First name","Their First name","Their First name","Their First name","Their First name","By the relation: Mummy/Maa/Papa/Dada/Dadi/etc.","Their nickname","Online media"
"2020/09/09 10:19:25 PM GMT+7","Sir/Ma'am","Sir/Ma'am","Their first name","Their First name","Sir/Ma'am","Sir/Ma'am","Their First name","Their First name","By the relation: Mummy/Maa/Papa/Dada/Dadi/etc.","Their nickname","Face to face meeting"
"2020/09/09 10:24:25 PM GMT+7","Sir/Ma'am","Sir/Ma'am","Their first name","Their nickname","Sir/Ma'am","Sir/Ma'am","Random(all of the above)","Random","By the relation: Mummy/Maa/Papa/Dada/Dadi/etc.","By the relation: Bhaiya/Didi/Bhai/Behen","Either of them, doesn't matter"
"2020/09/09 10:34:10 PM GMT+7","Sir/Ma'am","Sir/Ma'am","Their first name","Their First name","Sir/Ma'am","Sir/Ma'am","Bhai/Dost/Yaar/etc.","Their First name","By the relation: Mummy/Maa/Papa/Dada/Dadi/etc.","Their First name","Face to face meeting"
"2020/09/09 10:56:00 PM GMT+7","Sir/Ma'am","Mister or Miss followed by their last name","Their first name","Their First name","Sir/Ma'am","Sir/Ma'am","Their nickname","Their First name","By the relation: Mummy/Maa/Papa/Dada/Dadi/etc.","Their First name","Face to face meeting"
"2020/09/09 11:06:06 PM GMT+7","Sir/Ma'am","Sir/Ma'am","Their first name","Their First name","Name plus ji ","name plus ji","Their First name","name plus ji","By the relation: Mom/Dad/Granny/Grandpa/etc.","Their First name","Either of them, doesn't matter"
"2020/09/09 11:09:48 PM GMT+7","Sir/Ma'am","Sir/Ma'am","Their first name","Their First name","Sir/Ma'am","Sir/Ma'am","Their nickname","Bhai/Dost/Yaar/etc.","By the relation: Mom/Dad/Granny/Grandpa/etc.","Their nickname","Face to face meeting"
"2020/09/09 11:09:52 PM GMT+7","Sir/Ma'am","Sir/Ma'am","Their first name","Their First name","Sir/Ma'am","Sir/Ma'am","Their First name","Their First name","By the relation: Mummy/Maa/Papa/Dada/Dadi/etc.","Their First name","Face to face meeting"
"2020/09/09 11:19:58 PM GMT+7","Sir/Ma'am","Their First name","Their first name","Their First name","Sir/Ma'am","Sir/Ma'am","Their nickname","Their First name","By the relation: Mom/Dad/Granny/Grandpa/etc.","By the relation: Bhaiya/Didi/Bhai/Behen","Face to face meeting"
"2020/09/09 11:23:01 PM GMT+7","Their first name","Their First name","Their first name","Their First name","Sir/Ma'am","Their First name","Bhai/Dost/Yaar/etc.","Bhai/Dost/Yaar/etc.","By the relation: Mummy/Maa/Papa/Dada/Dadi/etc.","By the relation: Bhaiya/Didi/Bhai/Behen","Neither of them"
"2020/09/09 11:28:01 PM GMT+7","Sir/Ma'am","Sir/Ma'am","Their first name","Their First name","Mister or Miss followed by their last name","Sir/Ma'am","Their First name","Their First name","By the relation: Mummy/Maa/Papa/Dada/Dadi/etc.","By the relation: Bhaiya/Didi/Bhai/Behen","Face to face meeting"
"2020/09/09 11:35:17 PM GMT+7","Sir/Ma'am","Sir/Ma'am","Their first name","Their First name","Sir/Ma'am","Sir/Ma'am","Their nickname","Their First name","By the relation: Mummy/Maa/Papa/Dada/Dadi/etc.","Their nickname","Face to face meeting"
"2020/09/09 11:49:19 PM GMT+7","Sir/Ma'am","Sir/Ma'am","Their first name","Their First name","Sir/Ma'am","Name with regards","Bhai/Dost/Yaar/etc.","Bhai/Dost/Yaar/etc.","By the relation: Mummy/Maa/Papa/Dada/Dadi/etc.","Their First name","Face to face meeting"
"2020/09/09 11:59:51 PM GMT+7","Sir/Ma'am","Sir/Ma'am","Their first name","Their First name","Sir/Ma'am","Their last name followed by saheb ","Bhai/Dost/Yaar/etc.","Bhai/Dost/Yaar/etc.","By the relation: Mummy/Maa/Papa/Dada/Dadi/etc.","By the relation: Bhaiya/Didi/Bhai/Behen","Face to face meeting"
"2020/09/10 12:33:24 AM GMT+7","Sir/Ma'am","Sir/Ma'am","Their first name","Their First name","Sir/Ma'am","Their First name","Bhai/Dost/Yaar/etc.","Their First name","By the relation: Mummy/Maa/Papa/Dada/Dadi/etc.","Their nickname","Neither of them"
"2020/09/10 12:48:33 AM GMT+7","Their first name","Their First name","Their first name","Their First name","Their First name","Their First name","Bhai/Dost/Yaar/etc.","Bhai/Dost/Yaar/etc.","By the relation: Mummy/Maa/Papa/Dada/Dadi/etc.","By the relation: Bhaiya/Didi/Bhai/Behen","Either of them, doesn't matter"
"2020/09/10 1:21:05 AM GMT+7","Sir/Ma'am","Sir/Ma'am","Their first name","Their First name","Sir/Ma'am","Their First name","Their nickname","Their nickname","By the relation: Mummy/Maa/Papa/Dada/Dadi/etc.","Their nickname","Online media"
"2020/09/10 1:38:26 AM GMT+7","Sir/Ma'am","Sir/Ma'am","Their first name","Their First name","Sir/Ma'am","Sir/Ma'am","Their First name","Their First name","By the relation: Mummy/Maa/Papa/Dada/Dadi/etc.","Their First name","Face to face meeting"
"2020/09/10 1:51:29 AM GMT+7","Sir/Ma'am","Sir/Ma'am","Their nickname","Their nickname","Sir/Ma'am","Their First name","Chodu","Bhai/Dost/Yaar/etc.","By the relation: Mummy/Maa/Papa/Dada/Dadi/etc.","Their nickname","Face to face meeting"
"2020/09/10 2:05:28 AM GMT+7","Their first name","Their First name","Their first name","Their First name","Their First name","Their First name","Their nickname","Their First name","By the relation: Mummy/Maa/Papa/Dada/Dadi/etc.","By the relation: Bhaiya/Didi/Bhai/Behen","Either of them, doesn't matter"
"2020/09/10 4:25:29 AM GMT+7","Sir/Ma'am","Their nickname","Their first name","Their nickname","Their nickname","Mister or Miss followed by their last name","Bro/Dude/etc.","Bhai/Dost/Yaar/etc.","By the relation: Mummy/Maa/Papa/Dada/Dadi/etc.","By the relation: Bhaiya/Didi/Bhai/Behen","Either of them, doesn't matter"
"2020/09/10 5:55:03 AM GMT+7","Sir/Ma'am","Their First name","Their first name","Their First name","Sir/Ma'am","Their First name","Bhai/Dost/Yaar/etc.","Their First name","By the relation: Mummy/Maa/Papa/Dada/Dadi/etc.","Their nickname","Face to face meeting"
"2020/09/10 6:01:34 AM GMT+7","Sir/Ma'am","Sir/Ma'am","Mister or Master followed by their last name","Their First name","Sir/Ma'am","Sir/Ma'am","Bhai/Dost/Yaar/etc.","Bhai/Dost/Yaar/etc.","By the relation: Mom/Dad/Granny/Grandpa/etc.","Their First name","Face to face meeting"
"2020/09/10 7:28:59 AM GMT+7","Sir/Ma'am","Their nickname","Their nickname","Their nickname","Sir/Ma'am","Sir/Ma'am","Bhai/Dost/Yaar/etc.","Their First name","Their First name","Their First name","Neither of them"
"2020/09/10 9:51:16 AM GMT+7","Sir/Ma'am","Sir/Ma'am","Their first name","Their First name","Sir/Ma'am","Mister or Miss followed by their last name","Their nickname","Their First name","By the relation: Mummy/Maa/Papa/Dada/Dadi/etc.","Their First name","Face to face meeting"
"2020/09/10 10:16:35 AM GMT+7","Sir/Ma'am","Sir/Ma'am","Their first name","Mister or Miss followed by their last name","Their First name","Sir/Ma'am","Bhai/Dost/Yaar/etc.","Bhai/Dost/Yaar/etc.","By the relation: Mom/Dad/Granny/Grandpa/etc.","Their First name","Face to face meeting"
"2020/09/10 10:45:48 AM GMT+7","Sir/Ma'am","Sir/Ma'am","Their first name","Their First name","Mister or Miss followed by their last name","Mister or Miss followed by their last name","Their First name","Their First name","By the relation: Mummy/Maa/Papa/Dada/Dadi/etc.","By the relation: Bhaiya/Didi/Bhai/Behen","Either of them, doesn't matter"
"2020/09/10 10:50:01 AM GMT+7","Sir/Ma'am","Their First name","Their first name","Their First name","Sir/Ma'am","Sir/Ma'am","Bhai/Dost/Yaar/etc.","Their First name","By the relation: Mom/Dad/Granny/Grandpa/etc.","Their First name","Either of them, doesn't matter"
"2020/09/10 11:27:41 AM GMT+7","Sir/Ma'am","Sir/Ma'am","Their first name","Their First name","Sir/Ma'am","Sir/Ma'am","Bhai/Dost/Yaar/etc.","Their First name","By the relation: Mummy/Maa/Papa/Dada/Dadi/etc.","By the relation: Bhaiya/Didi/Bhai/Behen","Face to face meeting"
"2020/09/10 11:31:11 AM GMT+7","Sir/Ma'am","Sir/Ma'am","Their first name","Their First name","Sir/Ma'am","Sir/Ma'am","Their nickname","Their First name","By the relation: Mummy/Maa/Papa/Dada/Dadi/etc.","Their nickname","Face to face meeting"
"2020/09/10 11:38:09 AM GMT+7","Sir/Ma'am","Sir/Ma'am","Sir/Ma'am","Sir/Ma'am","Sir/Ma'am","Sir/Ma'am","Bhai/Dost/Yaar/etc.","Bhai/Dost/Yaar/etc.","By the relation: Mom/Dad/Granny/Grandpa/etc.","Their First name","Face to face meeting"
"2020/09/10 11:55:17 AM GMT+7","In educational institutions it is sir/ ma’am & in workplace by there first name ","Sir/Ma'am","Their first name","Their First name","Sir/Ma'am","Their First name","Bhai/Dost/Yaar/etc.","Bhai/Dost/Yaar/etc.","By the relation: Mummy/Maa/Papa/Dada/Dadi/etc.","By the relation: Bhaiya/Didi/Bhai/Behen","Face to face meeting"
"2020/09/10 12:53:58 PM GMT+7","Sir/Ma'am","Sir/Ma'am","Name  suffixed with  ji","Sir/Ma'am","Sir/Ma'am","Sir/Ma'am","Bhai/Dost/Yaar/etc.","Bro/Dude/etc.","By the relation: Mummy/Maa/Papa/Dada/Dadi/etc.","By the relation: Bhaiya/Didi/Bhai/Behen","Either of them, doesn't matter"
"2020/09/10 1:46:40 PM GMT+7","Sir/Ma'am","Their First name","Mister or Master followed by their last name","Their nickname","Sir/Ma'am","Sir/Ma'am","Bro/Dude/etc.","Their First name","By the relation: Mummy/Maa/Papa/Dada/Dadi/etc.","Their nickname","Face to face meeting"
"2020/09/10 1:46:55 PM GMT+7","Sir/Ma'am","Their First name","Mister or Master followed by their last name","Their nickname","Sir/Ma'am","Sir/Ma'am","Bro/Dude/etc.","Their First name","By the relation: Mummy/Maa/Papa/Dada/Dadi/etc.","Their nickname","Face to face meeting"
"2020/09/10 1:58:42 PM GMT+7","Sir/Ma'am","Sir/Ma'am","Their first name","Their First name","Sir/Ma'am","Sir/Ma'am","Their First name","Their First name","By the relation: Mummy/Maa/Papa/Dada/Dadi/etc.","By the relation: Bhaiya/Didi/Bhai/Behen","Face to face meeting"
"2020/09/10 2:00:17 PM GMT+7","Sir/Ma'am","Sir/Ma'am","Their first name","Their First name","Sir/Ma'am","Sir/Ma'am","Their First name","Their First name","By the relation: Mom/Dad/Granny/Grandpa/etc.","Their nickname","Face to face meeting"
"2020/09/10 2:13:15 PM GMT+7","Sir/Ma'am","Sir/Ma'am","Their first name","Their First name","Sir/Ma'am","Sir/Ma'am","Bhai/Dost/Yaar/etc.","Colleagues- Sir/Ma'am Classmates: Nickname","By the relation: Mummy/Maa/Papa/Dada/Dadi/etc.","Their nickname","Face to face meeting"
"2020/09/10 2:15:17 PM GMT+7","Sir/Ma'am","Sir/Ma'am","Sir/Ma'am","Their First name","Mister or Miss followed by their last name","Sir/Ma'am","Their First name","Their First name","By the relation: Mummy/Maa/Papa/Dada/Dadi/etc.","By the relation: Bhaiya/Didi/Bhai/Behen","Face to face meeting"
"2020/09/10 2:15:50 PM GMT+7","Sir/Ma'am","Sir/Ma'am","Their first name","Their First name","Sir/Ma'am","Sir/Ma'am","Their First name","Their First name","By the relation: Mummy/Maa/Papa/Dada/Dadi/etc.","By the relation: Bhaiya/Didi/Bhai/Behen","Face to face meeting"
"2020/09/10 2:36:39 PM GMT+7","Sir/Ma'am","How to address depends upon our relationship with them and easygoing with proper respect ","Depends upon easiness of their name or surname and adding Ji with name or surname ","Their nickname","Mister or Miss followed by their last name","Sir/Ma'am","Their First name","Like : Vandana Mam or Yuvraj Sir","By the relation: Mummy/Maa/Papa/Dada/Dadi/etc.","Their First name","Either of them, doesn't matter"
"2020/09/10 2:38:53 PM GMT+7","Sir/Ma'am","Sir/Ma'am","Mister or Master followed by their last name","Sir/Ma'am","Sir/Ma'am","Mister or Miss followed by their last name","Their First name","Their First name","By the relation: Mom/Dad/Granny/Grandpa/etc.","By the relation: Bhaiya/Didi/Bhai/Behen","Face to face meeting"
"2020/09/10 2:42:03 PM GMT+7","Sir/Ma'am","Sir/Ma'am","Their first name","Their First name","Sir/Ma'am","Sir/Ma'am","Bhai/Dost/Yaar/etc.","Their First name","By the relation: Mom/Dad/Granny/Grandpa/etc.","Their First name","Face to face meeting"
"2020/09/10 2:52:34 PM GMT+7","Sir/Ma'am","Bhai saheb or bahan ji","Their nickname","Mister or Miss followed by their last name","Mister or Miss followed by their last name","Sir/Ma'am","Oye Kamine","Their nickname","By the relation: Mummy/Maa/Papa/Dada/Dadi/etc.","Their First name","Either of them, doesn't matter"
"2020/09/10 2:53:04 PM GMT+7","Sir/Ma'am","Sir/Ma'am","Their first name","Their First name","Sir/Ma'am","Sir/Ma'am","Their First name","Bhai/Dost/Yaar/etc.","By the relation: Mom/Dad/Granny/Grandpa/etc.","Their First name","Face to face meeting"
"2020/09/10 3:37:34 PM GMT+7","Sir/Ma'am","Sir/Ma'am","Sir/Ma'am","Their nickname","Sir/Ma'am","Sir/Ma'am","Their First name","Their First name","By the relation: Mom/Dad/Granny/Grandpa/etc.","By the relation: Brother/Sister","Online media"
"2020/09/10 3:46:44 PM GMT+7","Sir/Ma'am","Sir/Ma'am","Sir/Ma'am","Their First name","Sir/Ma'am","Sir/Ma'am","Their First name","Their First name","By the relation: Mummy/Maa/Papa/Dada/Dadi/etc.","By the relation: Bhaiya/Didi/Bhai/Behen","Either of them, doesn't matter"
"2020/09/10 4:14:51 PM GMT+7","Sir/Ma'am","Sir/Ma'am","Their first name","Their First name","Sir/Ma'am","Their First name","Their First name","Their First name","By the relation: Mummy/Maa/Papa/Dada/Dadi/etc.","Their nickname","Face to face meeting"
"2020/09/10 4:33:17 PM GMT+7","Sir/Ma'am","Sir/Ma'am","Sir/Ma'am","Sir/Ma'am","Sir/Ma'am","Sir/Ma'am","Their First name","Their First name","By the relation: Mummy/Maa/Papa/Dada/Dadi/etc.","By the relation: Bhaiya/Didi/Bhai/Behen","Face to face meeting"
"2020/09/10 4:34:04 PM GMT+7","Sir/Ma'am","Sir/Ma'am","Their first name","Their First name","Sir/Ma'am","Sir/Ma'am","Their First name","Their First name","By the relation: Mummy/Maa/Papa/Dada/Dadi/etc.","Their First name","Face to face meeting"
"2020/09/10 4:34:54 PM GMT+7","Their first name","Their First name","Their first name","Their First name","Their First name","Their First name","Their nickname","Their nickname","By the relation: Mummy/Maa/Papa/Dada/Dadi/etc.","By the relation: Bhaiya/Didi/Bhai/Behen","Face to face meeting"
"2020/09/10 5:01:47 PM GMT+7","Sir/Ma'am","Sir/Ma'am","Mister or Master followed by their last name","Mister or Miss followed by their last name","Sir/Ma'am","Sir/Ma'am","Their First name","Their First name","By the relation: Mummy/Maa/Papa/Dada/Dadi/etc.","Their nickname","Face to face meeting"
"2020/09/10 5:28:06 PM GMT+7","Sir/Ma'am","Sir/Ma'am","Sir/Ma'am","Their First name","Sir/Ma'am","Sir/Ma'am","Bhai/Dost/Yaar/etc.","Their First name","By the relation: Mom/Dad/Granny/Grandpa/etc.","By the relation: Bhaiya/Didi/Bhai/Behen","Face to face meeting"
"2020/09/10 5:47:40 PM GMT+7","Sir/Ma'am","Sir/Ma'am","Sir/Ma'am","Their First name","Sir/Ma'am","Sir/Ma'am","Their First name","Their First name","By the relation: Mom/Dad/Granny/Grandpa/etc.","By the relation: Bhaiya/Didi/Bhai/Behen","Either of them, doesn't matter"
"2020/09/10 6:01:38 PM GMT+7","Sir/Ma'am","Sir/Ma'am","Their first name","Their nickname","Sir/Ma'am","Their First name","Bhai/Dost/Yaar/etc.","Bhai/Dost/Yaar/etc.","By the relation: Mummy/Maa/Papa/Dada/Dadi/etc.","By the relation: Bhaiya/Didi/Bhai/Behen","Face to face meeting"
"2020/09/10 6:02:34 PM GMT+7","Sir/Ma'am","Mister or Miss followed by their last name","Mister or Master followed by their last name","Mister or Miss followed by their last name","Sir/Ma'am","Sir/Ma'am","Their First name","Their First name","By the relation: Mummy/Maa/Papa/Dada/Dadi/etc.","Their nickname","Face to face meeting"
"2020/09/10 7:42:28 PM GMT+7","Their first name","Their First name","Their first name","Their First name","Their First name","Their First name","Their nickname","Their nickname","By the relation: Mummy/Maa/Papa/Dada/Dadi/etc.","By the relation: Bhaiya/Didi/Bhai/Behen","Face to face meeting"
"2020/09/10 7:57:10 PM GMT+7","Sir/Ma'am","Sir/Ma'am","Name with ji.","Name with ji","Mister or Miss followed by their last name","Sir/Ma'am","Bhai/Dost/Yaar/etc.","Their First name","By the relation: Mom/Dad/Granny/Grandpa/etc.","Their First name","Either of them, doesn't matter"
"2020/09/10 9:18:13 PM GMT+7","Sir/Ma'am","Their nickname","Their first name","Mister or Miss followed by their last name","Their nickname","Sir/Ma'am","Their nickname","Their nickname","By the relation: Mummy/Maa/Papa/Dada/Dadi/etc.","By the relation: Bhaiya/Didi/Bhai/Behen","Either of them, doesn't matter"
"2020/09/10 10:00:36 PM GMT+7","Sir/Ma'am","Sir/Ma'am","Their first name","Their First name","Their First name","Their First name","Their First name","Their First name","By the relation: Mom/Dad/Granny/Grandpa/etc.","Name and the didi/bhai","Face to face meeting"
"2020/09/10 10:22:00 PM GMT+7","Their first name","Their First name","Their nickname","Their nickname","Their First name","Their nickname","Bhai/Dost/Yaar/etc.","Their First name","By the relation: Mummy/Maa/Papa/Dada/Dadi/etc.","Their nickname","Either of them, doesn't matter"
